"","Name","Course","Hole","Par","Score","Gender"
"453","Player 16","Nemacolin Resort - Shepards Rock","6",4,5,"Female"
"454","Player 17","Avalon Lakes Golf Club","6",5,5,"Female"
"455","Player 18","Longue Vue Club","6",4,4,"Female"
"456","Player 19","Indiana Country Club","6",4,5,"Female"
"457","Player 15","Indiana Country Club","6",4,5,"Female"
"458","Player 20","Indiana Country Club","6",4,5,"Female"
"459","Player 16","Indiana Country Club","6",4,5,"Female"
"460","Player 21","Indiana Country Club","6",4,4,"Female"
"461","Player 21","PGA National - Palmer","6",4,5,"Female"
"462","Player 19","Longue Vue Club","6",4,5,"Female"
"463","Player 21","PGA National - Palmer","6",4,5,"Female"
"464","Player 16","Meadville Country Club","6",3,5,"Female"
"465","Player 20","Meadville Country Club","6",3,2,"Female"
"466","Player 16","Meadville Country Club","6",5,3,"Female"
"467","Player 20","Meadville Country Club","6",3,5,"Female"
"468","Player 16","Longue Vue Club","6",4,4,"Female"
"469","Player 21","San Destin Resort - Baytowne","6",4,4,"Female"
"470","Player 15","Avalon Lakes Golf Club","7",4,5,"Female"
"471","Player 16","Avalon Lakes Golf Club","7",4,4,"Female"
"472","Player 15","Nemacolin Resort - Shepards Rock","7",4,4,"Female"
"473","Player 15","Nemacolin Resort - Shepards Rock","7",4,4,"Female"
"474","Player 16","Nemacolin Resort - Shepards Rock","7",4,5,"Female"
"475","Player 16","Nemacolin Resort - Shepards Rock","7",4,4,"Female"
"476","Player 17","Avalon Lakes Golf Club","7",4,5,"Female"
"477","Player 18","Longue Vue Club","7",4,4,"Female"
"478","Player 19","Indiana Country Club","7",3,3,"Female"
"479","Player 15","Indiana Country Club","7",3,2,"Female"
"480","Player 20","Indiana Country Club","7",3,3,"Female"
"481","Player 16","Indiana Country Club","7",3,4,"Female"
"482","Player 21","Indiana Country Club","7",3,3,"Female"
"483","Player 21","PGA National - Palmer","7",4,4,"Female"
"484","Player 19","Longue Vue Club","7",4,5,"Female"
"485","Player 21","PGA National - Palmer","7",4,4,"Female"
"486","Player 16","Meadville Country Club","7",4,4,"Female"
"487","Player 20","Meadville Country Club","7",4,4,"Female"
"488","Player 16","Meadville Country Club","7",4,5,"Female"
"489","Player 20","Meadville Country Club","7",4,4,"Female"
"490","Player 16","Longue Vue Club","7",4,4,"Female"
"491","Player 21","San Destin Resort - Baytowne","7",3,3,"Female"
"492","Player 15","Avalon Lakes Golf Club","8",3,3,"Female"
"493","Player 16","Avalon Lakes Golf Club","8",3,2,"Female"
"494","Player 15","Nemacolin Resort - Shepards Rock","8",3,3,"Female"
"495","Player 15","Nemacolin Resort - Shepards Rock","8",3,3,"Female"
"496","Player 16","Nemacolin Resort - Shepards Rock","8",3,4,"Female"
"497","Player 16","Nemacolin Resort - Shepards Rock","8",3,4,"Female"
"498","Player 17","Avalon Lakes Golf Club","8",3,4,"Female"
"499","Player 18","Longue Vue Club","8",5,5,"Female"
"500","Player 19","Indiana Country Club","8",4,4,"Female"
"501","Player 15","Indiana Country Club","8",4,5,"Female"
"502","Player 20","Indiana Country Club","8",4,4,"Female"
"503","Player 16","Indiana Country Club","8",4,4,"Female"
"504","Player 21","Indiana Country Club","8",4,4,"Female"
"505","Player 21","PGA National - Palmer","8",5,5,"Female"
"506","Player 19","Longue Vue Club","8",5,5,"Female"
"507","Player 21","PGA National - Palmer","8",4,5,"Female"
"508","Player 16","Meadville Country Club","8",3,4,"Female"
"509","Player 20","Meadville Country Club","8",3,4,"Female"
"510","Player 16","Meadville Country Club","8",3,4,"Female"
"511","Player 20","Meadville Country Club","8",3,5,"Female"
"512","Player 16","Longue Vue Club","8",5,5,"Female"
"513","Player 21","San Destin Resort - Baytowne","8",4,4,"Female"
"514","Player 15","Avalon Lakes Golf Club","9",4,4,"Female"
"515","Player 16","Avalon Lakes Golf Club","9",4,4,"Female"
"516","Player 15","Nemacolin Resort - Shepards Rock","9",5,6,"Female"
"517","Player 15","Nemacolin Resort - Shepards Rock","9",5,5,"Female"
"518","Player 16","Nemacolin Resort - Shepards Rock","9",5,7,"Female"
"519","Player 16","Nemacolin Resort - Shepards Rock","9",5,5,"Female"
"520","Player 17","Avalon Lakes Golf Club","9",4,5,"Female"
"521","Player 18","Longue Vue Club","9",4,4,"Female"
"522","Player 19","Indiana Country Club","9",4,3,"Female"
"523","Player 15","Indiana Country Club","9",4,3,"Female"
"524","Player 20","Indiana Country Club","9",4,4,"Female"
"525","Player 16","Indiana Country Club","9",4,5,"Female"
"526","Player 21","Indiana Country Club","9",4,4,"Female"
"527","Player 21","PGA National - Palmer","9",4,4,"Female"
"528","Player 19","Longue Vue Club","9",4,5,"Female"
"529","Player 21","PGA National - Palmer","9",4,4,"Female"
"530","Player 16","Meadville Country Club","9",5,5,"Female"
"531","Player 20","Meadville Country Club","9",5,5,"Female"
"532","Player 16","Meadville Country Club","9",5,6,"Female"
"533","Player 20","Meadville Country Club","9",5,5,"Female"
"534","Player 16","Longue Vue Club","9",4,4,"Female"
"535","Player 21","San Destin Resort - Baytowne","9",5,4,"Female"
"536","Player 15","Avalon Lakes Golf Club","10",4,5,"Female"
"537","Player 16","Avalon Lakes Golf Club","10",4,4,"Female"
"538","Player 15","Nemacolin Resort - Shepards Rock","10",4,4,"Female"
"539","Player 15","Nemacolin Resort - Shepards Rock","10",4,5,"Female"
"540","Player 16","Nemacolin Resort - Shepards Rock","10",4,8,"Female"
"541","Player 16","Nemacolin Resort - Shepards Rock","10",4,5,"Female"
"542","Player 17","Avalon Lakes Golf Club","10",4,5,"Female"
"543","Player 18","Longue Vue Club","10",3,3,"Female"
"544","Player 19","Indiana Country Club","10",3,3,"Female"
"545","Player 15","Indiana Country Club","10",3,2,"Female"
"546","Player 20","Indiana Country Club","10",3,4,"Female"
"547","Player 16","Indiana Country Club","10",3,4,"Female"
"548","Player 21","Indiana Country Club","10",4,4,"Female"
"549","Player 21","PGA National - Palmer","10",3,3,"Female"
"550","Player 19","Longue Vue Club","10",3,3,"Female"
"551","Player 21","PGA National - Palmer","10",3,3,"Female"
"552","Player 16","Meadville Country Club","10",4,5,"Female"
"553","Player 20","Meadville Country Club","10",4,5,"Female"
"554","Player 16","Meadville Country Club","10",4,6,"Female"
"555","Player 20","Meadville Country Club","10",4,5,"Female"
"556","Player 16","Longue Vue Club","10",3,3,"Female"
"557","Player 21","San Destin Resort - Baytowne","10",4,6,"Female"
"558","Player 15","Avalon Lakes Golf Club","11",5,5,"Female"
"559","Player 16","Avalon Lakes Golf Club","11",5,5,"Female"
"560","Player 15","Nemacolin Resort - Shepards Rock","11",4,4,"Female"
"561","Player 15","Nemacolin Resort - Shepards Rock","11",4,4,"Female"
"562","Player 16","Nemacolin Resort - Shepards Rock","11",4,7,"Female"
"563","Player 16","Nemacolin Resort - Shepards Rock","11",4,5,"Female"
"564","Player 17","Avalon Lakes Golf Club","11",5,5,"Female"
"565","Player 18","Longue Vue Club","11",4,4,"Female"
"566","Player 19","Indiana Country Club","11",5,4,"Female"
"567","Player 15","Indiana Country Club","11",5,5,"Female"
"568","Player 20","Indiana Country Club","11",5,6,"Female"
"569","Player 16","Indiana Country Club","11",5,5,"Female"
"570","Player 21","Indiana Country Club","11",5,5,"Female"
"571","Player 21","PGA National - Palmer","11",4,5,"Female"
"572","Player 19","Longue Vue Club","11",4,4,"Female"
"573","Player 21","PGA National - Palmer","11",4,5,"Female"
"574","Player 16","Meadville Country Club","11",5,3,"Female"
"575","Player 20","Meadville Country Club","11",4,4,"Female"
"576","Player 16","Meadville Country Club","11",5,4,"Female"
"577","Player 20","Meadville Country Club","11",5,4,"Female"
"578","Player 16","Longue Vue Club","11",4,5,"Female"
"579","Player 21","San Destin Resort - Baytowne","11",3,4,"Female"
"580","Player 15","Avalon Lakes Golf Club","12",3,4,"Female"
"581","Player 16","Avalon Lakes Golf Club","12",3,3,"Female"
"582","Player 15","Nemacolin Resort - Shepards Rock","12",3,2,"Female"
"583","Player 15","Nemacolin Resort - Shepards Rock","12",3,5,"Female"
"584","Player 16","Nemacolin Resort - Shepards Rock","12",3,4,"Female"
"585","Player 16","Nemacolin Resort - Shepards Rock","12",3,3,"Female"
"586","Player 17","Avalon Lakes Golf Club","12",3,3,"Female"
"587","Player 18","Longue Vue Club","12",3,3,"Female"
"588","Player 19","Indiana Country Club","12",5,5,"Female"
"589","Player 15","Indiana Country Club","12",5,4,"Female"
"590","Player 20","Indiana Country Club","12",5,5,"Female"
"591","Player 16","Indiana Country Club","12",5,4,"Female"
"592","Player 21","Indiana Country Club","12",5,5,"Female"
"593","Player 21","PGA National - Palmer","12",5,5,"Female"
"594","Player 19","Longue Vue Club","12",3,4,"Female"
"595","Player 21","PGA National - Palmer","12",4,5,"Female"
"596","Player 16","Meadville Country Club","12",5,5,"Female"
"597","Player 20","Meadville Country Club","12",5,6,"Female"
"598","Player 16","Meadville Country Club","12",5,7,"Female"
"599","Player 20","Meadville Country Club","12",5,6,"Female"
"600","Player 16","Longue Vue Club","12",3,5,"Female"
"601","Player 21","San Destin Resort - Baytowne","12",5,5,"Female"
"602","Player 15","Avalon Lakes Golf Club","13",4,4,"Female"
"603","Player 16","Avalon Lakes Golf Club","13",4,4,"Female"
"604","Player 15","Nemacolin Resort - Shepards Rock","13",5,5,"Female"
"605","Player 15","Nemacolin Resort - Shepards Rock","13",5,6,"Female"
"606","Player 16","Nemacolin Resort - Shepards Rock","13",5,5,"Female"
"607","Player 16","Nemacolin Resort - Shepards Rock","13",5,5,"Female"
"608","Player 17","Avalon Lakes Golf Club","13",4,5,"Female"
"609","Player 18","Longue Vue Club","13",4,4,"Female"
"610","Player 19","Indiana Country Club","13",4,4,"Female"
"611","Player 15","Indiana Country Club","13",4,5,"Female"
"612","Player 20","Indiana Country Club","13",4,5,"Female"
"613","Player 16","Indiana Country Club","13",4,5,"Female"
"614","Player 21","Indiana Country Club","13",4,4,"Female"
"615","Player 21","PGA National - Palmer","13",3,3,"Female"
"616","Player 19","Longue Vue Club","13",4,5,"Female"
"617","Player 21","PGA National - Palmer","13",3,3,"Female"
"618","Player 16","Meadville Country Club","13",3,5,"Female"
"619","Player 20","Meadville Country Club","13",3,5,"Female"
"620","Player 16","Meadville Country Club","13",3,3,"Female"
"621","Player 20","Meadville Country Club","13",3,4,"Female"
"622","Player 16","Longue Vue Club","13",4,4,"Female"
"623","Player 21","San Destin Resort - Baytowne","13",5,6,"Female"
"624","Player 15","Avalon Lakes Golf Club","14",5,6,"Female"
"625","Player 16","Avalon Lakes Golf Club","14",5,5,"Female"
"626","Player 15","Nemacolin Resort - Shepards Rock","14",3,4,"Female"
"627","Player 15","Nemacolin Resort - Shepards Rock","14",3,3,"Female"
"628","Player 16","Nemacolin Resort - Shepards Rock","14",3,2,"Female"
"629","Player 16","Nemacolin Resort - Shepards Rock","14",3,3,"Female"
"630","Player 17","Avalon Lakes Golf Club","14",5,5,"Female"
