Timestamp,Name,Date,Course ,Score,Round,Par,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Score,Par,Fairway Hit or Missed,Green Hit or Missed,Approach Distance to Green ,Putts,First Putt Length - Proximity to Hole,Penalty Shot,Par 3 Scoring,Par 4 Scoring,Par 5 Scoring,SG: Putting,Fairways,Greens,<50 Hit,<50 Total,51-75,51-75 Total,76-100,76-100 Total,101-125,101-125 Total,126-150,126-150 Total,151-175,151-175 Total,176-200,176-200 Total,201-225,201-225 Total,226+,226+ Total,SG: Approach
9/7/19 19:18,Player 3,9/7/19,Indiana Country Club,72,Qualifying,71,5,5,Missed,Hit,Less than 50 yards,2,8,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,12,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,176-200 yards,3,60,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,37,No Penalty Shot,4,5,Missed,Hit,101-125 yards,1,8,No Penalty Shot,3,4,Hit,Hit,76-100 yards,1,10,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,18,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,27,No Penalty Shot,5,4,Missed,Miss,Less than 50 yards,2,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,201-225 yards,1,2,No Penalty Shot,5,5,Missed,Hit,Less than 50 yards,2,25,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,6,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,9,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,14,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,25,No Penalty Shot,3,4,Missed,Hit,Less than 50 yards,1,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,3,No Penalty Shot,6,5,Missed,Miss,225 + yards,2,20,No Penalty Shot,#REF!,#REF!,#REF!,-1.78,6,13,3,4,0,0,1,1,4,5,2,2,1,2,1,1,1,2,0,1,-2.188
9/7/19 19:18,Player 8,9/7/19,Indiana Country Club,72,Qualifying,71,3,5,Missed,Hit,201-225 yards,1,7,No Penalty Shot,5,4,Missed,Hit,76-100 yards,3,45,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,201-225 yards,1,6,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,20,No Penalty Shot,4,5,Missed,Hit,201-225 yards,1,5,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,6,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,25,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,25,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,20,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,176-200 yards,3,25,No Penalty Shot,4,5,Hit,Hit,225 + yards,1,18,No Penalty Shot,5,5,Missed,Hit,101-125 yards,3,70,No Penalty Shot,5,4,Missed,Hit,101-125 yards,3,60,No Penalty Shot,6,4,Missed,Miss,101-125 yards,2,18,OB,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,25,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,50,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,7,No Penalty Shot,4,5,Hit,Hit,201-225 yards,2,55,No Penalty Shot,#REF!,#REF!,#REF!,-2.04,6,15,0,0,0,0,3,3,5,6,0,0,1,2,1,1,4,5,1,1,-2.14
9/7/19 19:18,Player 14,9/7/19,Indiana Country Club,72,Qualifying,71,5,5,Missed,Hit,51-75 yards,2,10,No Penalty Shot,4,4,Missed,Miss,Less than 50 yards,1,5,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,5,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,30,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,20,No Penalty Shot,5,4,Missed,Miss,151-175 yards,2,15,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,15,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,70,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,30,No Penalty Shot,6,5,Missed,Miss,101-125 yards,2,25,No Penalty Shot,4,4,Missed,Miss,126-150 yards,1,25,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,25,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,3,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,5,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,15,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,151-175 yards,1,15,No Penalty Shot,5,5,Missed,Miss,201-225 yards,1,3,No Penalty Shot,#REF!,#REF!,#REF!,1.52,4,10,0,1,1,1,0,0,3,4,4,5,1,3,1,3,0,1,0,0,-3.153
9/7/19 19:21,Player 1,9/7/19,Indiana Country Club,73,Qualifying,71,6,5,Hit,Hit,101-125 yards,3,35,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,10,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,35,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,35,No Penalty Shot,3,4,Missed,Hit,101-125 yards,1,12,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,15,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,25,No Penalty Shot,4,4,Missed,Hit,Less than 50 yards,2,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,8,No Penalty Shot,4,5,Missed,Hit,201-225 yards,2,20,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,60,No Penalty Shot,3,4,Missed,Hit,101-125 yards,1,25,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,15,No Penalty Shot,6,4,Missed,Miss,225 + yards,2,15,Yellow Penalty Area,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,6,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,8,No Penalty Shot,#REF!,#REF!,#REF!,-1.81,6,14,1,1,0,0,3,3,5,5,2,2,0,2,0,1,3,3,0,1,-1.685
9/7/19 19:22,Player 10,9/7/19,Indiana Country Club,80,Qualifying,71,5,5,Missed,Miss,101-125 yards,1,4,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,20,No Penalty Shot,5,3,Not Applicable (PAR 3),Miss,201-225 yards,2,8,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,28,No Penalty Shot,6,5,Missed,Hit,76-100 yards,3,45,No Penalty Shot,5,4,Hit,Miss,76-100 yards,1,2,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,15,No Penalty Shot,5,4,Hit,Miss,151-175 yards,2,20,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,18,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,30,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,25,No Penalty Shot,6,4,Hit,Miss,101-125 yards,3,28,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,20,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,2,10,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,2,No Penalty Shot,6,5,Missed,Miss,151-175 yards,2,8,No Penalty Shot,#REF!,#REF!,#REF!,-4.25,8,10,1,1,0,0,3,4,1,3,1,1,3,6,1,1,0,2,0,0,-4.092
9/7/19 19:23,Player 20,9/7/19,Indiana Country Club,81,Qualifying,72,5,5,Missed,Hit,Less than 50 yards,2,18,No Penalty Shot,4,4,Hit,Hit,176-200 yards,2,33,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,3,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,15,No Penalty Shot,5,5,Hit,Hit,101-125 yards,2,12,No Penalty Shot,5,4,Hit,Miss,151-175 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,9,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,43,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,24,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,25,No Penalty Shot,6,5,Hit,Miss,151-175 yards,2,15,No Penalty Shot,5,5,Missed,Hit,151-175 yards,2,20,No Penalty Shot,5,4,Missed,Miss,151-175 yards,1,0.4,No Penalty Shot,5,4,Missed,Hit,126-150 yards,3,50,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,25,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,20,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,126-150 yards,2,10,No Penalty Shot,6,5,Missed,Miss,101-125 yards,3,30,No Penalty Shot,#REF!,#REF!,#REF!,-6.03,7,10,1,1,0,0,1,1,1,2,4,5,2,6,1,3,0,0,0,0,-3.799
9/7/19 19:23,Player 4,9/1/19,Nemacolin Resort - Shepards Rock,77,Qualifying,72,5,5,Hit,Hit,101-125 yards,2,25,No Penalty Shot,5,4,Hit,Hit,151-175 yards,3,25,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,15,No Penalty Shot,6,5,Missed,Miss,76-100 yards,2,30,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,15,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,15,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,12,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,3,20,No Penalty Shot,4,5,Hit,Hit,101-125 yards,1,3,No Penalty Shot,6,4,Hit,Miss,126-150 yards,3,5,No Penalty Shot,5,4,Missed,Hit,101-125 yards,3,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,5,No Penalty Shot,5,5,Missed,Miss,201-225 yards,1,2,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,151-175 yards,3,30,No Penalty Shot,3,4,Hit,Hit,76-100 yards,1,5,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,7,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,17,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,8,No Penalty Shot,#REF!,#REF!,#REF!,-8.73,10,14,1,1,0,0,2,3,5,5,2,3,3,3,1,1,0,2,0,0,1.212
9/7/19 19:39,Player 16,9/7/19,Indiana Country Club,78,Qualifying,72,6,5,Hit,Hit,Less than 50 yards,3,21,No Penalty Shot,5,4,Hit,Miss,176-200 yards,2,20,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,151-175 yards,1,18,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,8,No Penalty Shot,6,5,Hit,Hit,76-100 yards,3,36,No Penalty Shot,5,4,Missed,Miss,126-150 yards,2,20,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,126-150 yards,3,45,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,30,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,13.5,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,18,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,18,No Penalty Shot,4,5,Hit,Miss,176-200 yards,0,0,No Penalty Shot,5,4,Hit,Hit,151-175 yards,3,60,No Penalty Shot,3,4,Hit,Hit,151-175 yards,1,27,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,176-200 yards,3,27,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,126-150 yards,2,30,No Penalty Shot,5,5,Hit,Hit,101-125 yards,2,30,No Penalty Shot,#REF!,#REF!,#REF!,-4.45,12,13,2,2,0,0,1,1,3,3,3,5,3,4,1,3,0,0,0,0,#N/A
9/7/19 20:19,Player 21,9/7/19,Indiana Country Club,80,Qualifying,72,5,5,Hit,Hit,76-100 yards,2,8,No Penalty Shot,4,4,Hit,Miss,151-175 yards,1,10,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,30,No Penalty Shot,5,4,Hit,Miss,151-175 yards,2,20,No Penalty Shot,5,5,Hit,Hit,101-125 yards,2,20,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,30,No Penalty Shot,3,3,Hit,Hit,151-175 yards,2,25,No Penalty Shot,4,4,Hit,Hit,176-200 yards,2,30,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,15,No Penalty Shot,4,4,Not Applicable (PAR 3),Miss,151-175 yards,2,25,No Penalty Shot,5,5,Hit,Hit,51-75 yards,2,20,No Penalty Shot,5,5,Missed,Hit,Less than 50 yards,2,20,No Penalty Shot,4,4,Missed,Miss,151-175 yards,1,8,No Penalty Shot,5,4,Missed,Hit,151-175 yards,2,45,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,176-200 yards,2,15,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,35,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,126-150 yards,1,15,Yellow Penalty Area,6,5,Missed,Miss,126-150 yards,2,20,No Penalty Shot,#REF!,#REF!,#REF!,-0.67,10,10,1,1,1,1,1,1,2,2,1,3,3,8,1,2,0,0,0,0,-4.762
9/8/19 00:35,Player 12,9/7/19,Indiana Country Club,70,Qualifying,71,4,5,Missed,Hit,Less than 50 yards,1,5,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,30,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,201-225 yards,1,6,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,30,No Penalty Shot,4,5,Hit,Hit,201-225 yards,1,6,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,25,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,151-175 yards,3,30,No Penalty Shot,3,4,Missed,Hit,101-125 yards,1,50,No Penalty Shot,3,4,Missed,Hit,Less than 50 yards,1,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,12,No Penalty Shot,5,5,Hit,Hit,51-75 yards,2,6,No Penalty Shot,5,4,Hit,Miss,126-150 yards,1,1,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,20,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,30,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,20,No Penalty Shot,4,5,Hit,Hit,225 + yards,2,40,No Penalty Shot,#REF!,#REF!,#REF!,1.43,6,13,2,2,1,1,0,0,2,4,3,4,2,2,1,2,1,2,1,1,-3.341
9/8/19 01:52,Player 2,9/7/19,Indiana Country Club,75,Qualifying,71,4,5,Hit,Hit,51-75 yards,1,10,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,35,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,201-225 yards,1,15,No Penalty Shot,5,4,Hit,Miss,126-150 yards,2,15,No Penalty Shot,6,4,Hit,Miss,51-75 yards,3,45,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,20,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,20,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,30,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,30,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,20,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,30,No Penalty Shot,5,4,Missed,Miss,101-125 yards,2,20,Unplayable,4,4,Missed,Hit,126-150 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,30,No Penalty Shot,5,4,Missed,Miss,51-75 yards,2,15,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,151-175 yards,2,20,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,30,No Penalty Shot,#REF!,#REF!,#REF!,-1.03,6,12,0,0,1,3,0,0,4,5,3,4,2,3,1,1,1,2,0,0,-3.548
9/8/19 02:03,Player 2,9/4/19,Longue Vue Club,78,,70,7,4,Missed,Miss,126-150 yards,2,17,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,25,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,201-225 yards,1,10,No Penalty Shot,6,5,Missed,Hit,126-150 yards,3,35,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,25,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,15,No Penalty Shot,6,4,Missed,Miss,51-75 yards,2,45,OB,6,5,Missed,Miss,76-100 yards,2,15,No Penalty Shot,4,4,Missed,Miss,Less than 50 yards,1,10,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,30,No Penalty Shot,4,4,Missed,Miss,151-175 yards,1,10,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,10,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,25,No Penalty Shot,5,4,Hit,Hit,126-150 yards,3,15,No Penalty Shot,6,5,Missed,Miss,225 + yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,35,No Penalty Shot,3,4,Hit,Hit,126-150 yards,1,5,No Penalty Shot,5,4,Missed,Miss,201-225 yards,2,30,No Penalty Shot,#REF!,#REF!,#REF!,-0.37,3,10,0,1,0,1,2,3,1,1,3,4,1,2,2,3,1,2,0,1,-2.379
9/8/19 02:16,Player 13,9/7/19,Indiana Country Club,78,Qualifying,71,5,5,Hit,Hit,Less than 50 yards,2,9,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,9,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,9,No Penalty Shot,5,4,Missed,Miss,151-175 yards,2,12,No Penalty Shot,5,5,Missed,Hit,Less than 50 yards,2,18,No Penalty Shot,8,4,Missed,Miss,76-100 yards,3,25,OB,3,3,Not Applicable (PAR 3),Hit,151-175 yards,2,20,No Penalty Shot,4,4,Missed,Miss,151-175 yards,1,6,No Penalty Shot,4,4,Missed,Hit,51-75 yards,2,18,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,7,No Penalty Shot,5,5,Missed,Hit,101-125 yards,2,25,No Penalty Shot,5,4,Missed,Miss,126-150 yards,2,18,No Penalty Shot,5,4,Missed,Miss,126-150 yards,2,12,No Penalty Shot,4,4,Hit,Hit,51-75 yards,2,9,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,18,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,6,No Penalty Shot,5,5,Missed,Miss,101-125 yards,1,2,No Penalty Shot,#REF!,#REF!,#REF!,-4.47,4,11,2,2,2,2,0,1,2,3,1,3,1,3,1,2,2,2,0,0,-1.251
9/8/19 21:36,Player 2,9/8/19,Longue Vue Club,77,Qualifying,70,5,4,Hit,Miss,151-175 yards,2,5,No Penalty Shot,4,4,Missed,Miss,176-200 yards,1,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,25,No Penalty Shot,5,5,Missed,Miss,101-125 yards,2,5,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,10,No Penalty Shot,5,4,Hit,Hit,101-125 yards,3,25,No Penalty Shot,5,4,Missed,Miss,Less than 50 yards,2,15,No Penalty Shot,6,5,Missed,Miss,51-75 yards,1,17,OB,4,4,Hit,Hit,151-175 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,25,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,35,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,176-200 yards,3,25,No Penalty Shot,4,4,Hit,Hit,176-200 yards,2,5,No Penalty Shot,6,4,Missed,Miss,76-100 yards,2,25,Red Penalty Area,5,5,Missed,Miss,Less than 50 yards,1,3,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,35,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,25,No Penalty Shot,4,4,Hit,Hit,151-175 yards,2,35,No Penalty Shot,#REF!,#REF!,#REF!,-3.56,7,11,0,2,0,1,0,1,1,2,2,2,3,4,4,5,1,1,0,0,-1.323
9/8/19 22:20,Player 11,9/8/19,Meadville Country Club,70,Tournament,72,5,5,Hit,Hit,126-150 yards,2,22,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,32,No Penalty Shot,5,5,Hit,Hit,51-75 yards,2,21,No Penalty Shot,4,4,Missed,Miss,101-125 yards,1,4,No Penalty Shot,4,4,Hit,Hit,76-100 yards,2,19,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,3,No Penalty Shot,5,4,Hit,Miss,101-125 yards,2,15,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,176-200 yards,1,3,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,4,No Penalty Shot,4,4,Missed,Miss,151-175 yards,1,3,No Penalty Shot,4,4,Missed,Hit,151-175 yards,2,50,No Penalty Shot,4,5,Hit,Hit,Less than 50 yards,1,14,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,11,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,4,No Penalty Shot,4,4,Hit,Hit,51-75 yards,2,38,No Penalty Shot,4,4,Hit,Miss,101-125 yards,1,4,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,225 + yards,1,2,No Penalty Shot,4,4,Missed,Hit,76-100 yards,2,21,No Penalty Shot,#REF!,#REF!,#REF!,0.7,10,11,2,2,2,2,2,2,1,4,3,3,1,3,0,1,0,0,0,1,-4.215
9/9/19 17:20,Player 11,9/9/19,Meadville Country Club,76,Tournament,72,7,5,Hit,Miss,Less than 50 yards,2,9,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,35,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,16,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,23,No Penalty Shot,4,4,Hit,Miss,76-100 yards,1,12,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,4,No Penalty Shot,4,4,Missed,Hit,176-200 yards,2,19,No Penalty Shot,4,3,Not Applicable (PAR 3),Hit,201-225 yards,3,33,No Penalty Shot,4,5,Hit,Hit,225 + yards,2,28,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,22,No Penalty Shot,5,4,Missed,Hit,151-175 yards,3,45,No Penalty Shot,5,5,Hit,Hit,Less than 50 yards,2,8,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,126-150 yards,2,28,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,15,No Penalty Shot,5,4,Hit,Hit,51-75 yards,3,6,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,21,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,201-225 yards,2,21,No Penalty Shot,4,4,Hit,Miss,76-100 yards,1,4,No Penalty Shot,#REF!,#REF!,#REF!,-4.46,10,14,1,2,1,1,1,3,3,3,3,3,1,2,1,1,2,2,1,1,-1.314
9/9/19 18:45,Player 12,9/8/19,Meadville Country Club,74,Tournament,72,4,5,Hit,Hit,Less than 50 yards,1,8,No Penalty Shot,4,4,Missed,Miss,151-175 yards,2,4,No Penalty Shot,5,5,Missed,Hit,76-100 yards,2,25,No Penalty Shot,4,4,Hit,Hit,101-125 yards,2,20,No Penalty Shot,4,4,Hit,Hit,126-150 yards,2,35,No Penalty Shot,3,3,Not Applicable (PAR 3),Miss,151-175 yards,1,1,No Penalty Shot,4,4,Missed,Hit,126-150 yards,2,25,No Penalty Shot,3,3,Not Applicable (PAR 3),Hit,176-200 yards,2,20,No Penalty Shot,5,5,Hit,Hit,201-225 yards,2,10,No Penalty Shot,6,4,Missed,Miss,126-150 yards,2,10,No Penalty Shot,5,4,Hit,Miss,151-175 yards,2,15,No Penalty Shot,3,5,Missed,Hit,225 + yards,1,4,No Penalty Shot,2,3,Not Applicable (PAR 3),Hit,126-150 yards,1,8,No Penalty Shot,4,4,Missed,Hit,101-125 yards,2,30,No Penalty Shot,4,4,Hit,Hit,Less than 50 yards,2,10,No Penalty Shot,5,4,Missed,Miss,101-125 yards,1,5,No Penalty Shot,4,3,Not Applicable (PAR 3),Miss,201-225 yards,2,4,No Penalty Shot,5,4,Hit,Hit,76-100 yards,3,20,No Penalty Shot,#REF!,#REF!,#REF!,-3.11,7,12,2,2,0,0,2,2,2,3,3,4,0,3,1,1,1,2,1,1,-3.416
